name,item_id,image_url,quote,effect,quality,recharge
Butt Bombs,209,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Butt_Bombs_icon.png/revision/latest?cb=20210821081622,Toxic blast +5 bombs,"+5Bombs. Bombs now cloud up the screen, briefly damaging andconfusingall enemies.",1,
Gnawed Leaf,210,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c9/Collectible_Gnawed_Leaf_icon.png/revision/latest?cb=20210821042226,Unbreakable,"After standing still and not shooting for a short time, Isaac turns invincible until he moves or shoots.",1,
Spiderbaby,211,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Spiderbaby_icon.png/revision/latest?cb=20210821083943,Spider revenge,Spawns 1-2Blue Spiderswhen Isaac takes damage.Spawns 3-5Blue Spiderswhen Isaac takes damage.,0,
Guppy's Collar,212,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4d/Collectible_Guppy%27s_Collar_icon.png/revision/latest?cb=20210821051314,Eternal life?,Grants a permanent 50% chance to respawn with 1/2 of aRed Heartafterdeath.,1,
Lost Contact,213,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Lost_Contact_icon.png/revision/latest?cb=20220322031824,Shielded tears,Isaac's tears can hit and destroy enemy projectiles. -0.15shot speed.,2,
Anemic,214,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/24/Collectible_Anemic_icon.png/revision/latest?cb=20210821041649,Toxic blood,"After Isaac is damaged, a trail ofred creepwill be left behind him until he leaves the current room.+5range.+1.5range.",1,
Goat Head,215,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/48/Collectible_Goat_Head_icon.png/revision/latest?cb=20210821045322,He accepts your offering,"ADevil Room/Angel Roomwill always spawn after every boss fight, excluding the first floor and floors after Chapter 4.",3,
Ceremonial Robes,216,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Ceremonial_Robes_icon.png/revision/latest?cb=20210821035547,DMG + evil up,Grants 3Black Heartsand +1damage.,3,
Mom's Wig,217,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/43/Collectible_Mom%27s_Wig_icon.png/revision/latest?cb=20210821045247,You feel itchy...,Adds a chance to spawnBlue Spiderswhen firing tears. Restores 1Red Heart.,2,
Placenta,218,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Placenta_icon.png/revision/latest?cb=20210821035819,Regeneration + HP up,"Grants one full RedHeart container, and a chance to regenerate aHalf Red Heartof health every minute of gameplay.",2,
Old Bandage,219,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Old_Bandage_icon.png/revision/latest?cb=20210821034725,HP up,Grants an empty RedHeart container. Adds a chance of dropping aRed Heartafter taking damage.,2,
Sad Bombs,220,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Sad_Bombs_icon.png/revision/latest?cb=20210821055914,Tear blasts +5 bombs,"+5Bombs. Upon exploding, bombs shoot 10 tears around them, affected by tear modifiers.",2,
Rubber Cement,221,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Rubber_Cement_icon.png/revision/latest?cb=20210821052541,Bouncing tears,"Tears bounce off walls,enemies, andenvironmental objects.",3,
Anti-Gravity,222,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Anti-Gravity_icon.png/revision/latest?cb=20210821053200,Anti-gravity tears + tears up,"Tears float in position until firing ceases, after which they will fly off in the direction they were shot in.-2 Tear Delay.+1 Fire Rate.",1,
Pyromaniac,223,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ed/Collectible_Pyromaniac_icon.png/revision/latest?cb=20210821060017,It hurts so good +5 bombs,+5bombs. Grants immunity to explosion damage and causes explosions to heal Isaac.Also grants immunity to fire.,4,
Cricket's Body,224,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Cricket%27s_Body_icon.png/revision/latest?cb=20210821083236,Bursting shots + tears up,"When tears hit an object or deplete their range, they spawn 4 smaller tears, whose range anddamagescale with Isaac's.Grants -1 tear delay and reducesrange.Grants +0.5 fire rate and reducesrange.",3,
Gimpy,225,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d7/Collectible_Gimpy_icon.png/revision/latest?cb=20210821054815,Sweet suffering,Gives chance of spawning aSoul Heartwhen taking damage. Enemies have a chance to drop aHalf Red Heartafter being killed.,2,
Black Lotus,226,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/18/Collectible_Black_Lotus_icon.png/revision/latest?cb=20210821051652,HP up x3!,"Grants one RedHeart Container, oneSoul Heart, and oneBlack Heart.",2,
Piggy Bank,227,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ae/Collectible_Piggy_Bank_icon.png/revision/latest?cb=20210821043022,My life savings,"Gives 3Pennieson pick-up. Every time Isaac is damaged, he will drop one or two additional pennies.",1,
Mom's Perfume,228,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/40/Collectible_Mom%27s_Perfume_icon.png/revision/latest?cb=20210821035737,Fear shot + tears up,Adds a chance to shootfear tears.Decreasestear delayby 1.+0.5fire rate.,2,
Monstro's Lung,229,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Monstro%27s_Lung_icon.png/revision/latest?cb=20210821042303,Charged burst attack,Replaces normal tears with a charged shot that fires 14 tears in the same fashion asMonstro.,2,
Abaddon,230,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Abaddon_icon.png/revision/latest?cb=20210821081514,Evil + DMG up + fear shot,"+1.5damage, +0.2speed. Removes all RedHeart containers, grants sixBlack Hearts, and adds a chance to shootfeartears.+1.5damage, +0.2speed. Grants twoBlack Hearts, converts all RedHeart Containersinto Black Hearts, and adds a chance to shootfeartears.",3,
Ball of Tar,231,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Ball_of_Tar_icon.png/revision/latest?cb=20210821051520,Sticky feet...,"Adds a chance to shootslowingtears. Isaac leaves a trail ofslowingcreepbehind as he moves, impeding enemies' speed.",2,
Stop Watch,232,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Stop_Watch_icon.png/revision/latest?cb=20210821084012,Let's slow this down a bit...,"+0.3speed. Automatically inflictsslowto all enemies in every room.+0.3speed. Upon taking damage, inflictsslowto all enemies for the current room.+0.3speed. Slows all enemies in every room to 80% speed.",4,
Tiny Planet,233,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Tiny_Planet_icon.png/revision/latest?cb=20210821052753,Orbiting tears + range up,Massively increasesRangeand grantsspectral tears. Tears orbit around Isaac at a fixed distance until they hit the ground.,0,
Infestation 2,234,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ec/Collectible_Infestation_2_icon.png/revision/latest?cb=20210821074602,Infestation shot,Spawns alliedBlue Spidersfrom killed enemies.,3,
E. Coli,236,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/99/Collectible_E._Coli_icon.png/revision/latest?cb=20210821033508,Turdy touch,Enemies that touch Isaac are transformed intoPoop.,0,
Death's Touch,237,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Death%27s_Touch_icon.png/revision/latest?cb=20210821060309,Piercing shots + DMG up,"+1.5damage, -0.3tears. Tears are replaced with largepiercingscythes.",3,
Key Piece 1,238,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_Key_Piece_1_icon.png/revision/latest?cb=20210821075212,???,"Combined withKey Piece 2, unlocks the golden gate in the startingroomofChestandDark Roomto fightMega Satan.",0,
Key Piece 2,239,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/55/Collectible_Key_Piece_2_icon.png/revision/latest?cb=20210821075140,???,"Combined withKey Piece 1, unlocks the golden gate in the startingroomofChestandDark Roomto fightMega Satan.",0,
Experimental Treatment,240,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/de/Collectible_Experimental_Treatment_icon.png/revision/latest?cb=20210821083300,"Some stats up, some stats down",Randomly increases and decreases some of Isaac'sstats.Increases four randomstatsand decreases the other two.,1,
Contract From Below,241,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Contract_From_Below_icon.png/revision/latest?cb=20210821050351,Wealth... but at what cost?,"Doubles the number of most room clear awards, but reduces the overall chance of getting one by 1/3.",2,
Infamy,242,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Infamy_icon.png/revision/latest?cb=20210821051933,Blocks damage... sometimes,Gives Isaac a 50% chance to block projectiles coming from any direction.,2,
Trinity Shield,243,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4a/Collectible_Trinity_Shield_icon.png/revision/latest?cb=20210821074348,You feel guarded,Isaac gains a shield that protects him from enemy shots. It aims in the direction Isaac fires from.,2,
Tech.5,244,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Tech.5_icon.png/revision/latest?cb=20210821073914,It's still being tested...,"Isaac occasionally fires an unlimited rangepiercinglaser alongside his normal tears. The laser can glitch, mimicking the effects of certain items and trinkets.",3,
20/20,245,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_20_20_icon.png/revision/latest?cb=20210822040958,Double shot,"Isaac fires two tears at once, one from each eye.0.8×damagemultiplier.",4,
Blue Map,246,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6b/Collectible_Blue_Map_icon.png/revision/latest?cb=20210821055639,Secrets,Reveals the locations ofSecret RoomsandSuper Secret Roomson the map.,1,
BFFS!,247,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_BFFS%21_icon.png/revision/latest?cb=20210821060136,Your friends rule!,Increases the size and effectiveness of mostfamiliars.,2,
Hive Mind,248,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bf/Collectible_Hive_Mind_icon.png/revision/latest?cb=20210821052942,Giant spiders and flies,Increases the size ofBlue SpidersandBlue Fliesand doubles the amount of damage they deal.Also increases the effectiveness of fly and spiderfamiliars.,2,
There's Options,249,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_There%27s_Options_icon.png/revision/latest?cb=20210821050424,More options,Two items appear after defeating aBoss. Only one can be taken; the other will disappear.,3,
BOGO Bombs,250,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/03/Collectible_BOGO_Bombs_icon.png/revision/latest?cb=20210821052444,1+1 BOOM!,All normalBombsbecomeDouble Bombs.,1,
Starter Deck,251,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/11/Collectible_Starter_Deck_icon.png/revision/latest?cb=20210821080726,Extra card room,Isaac can hold 2cardsat once and allpillsare replaced by cards.,2,
Little Baggy,252,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ea/Collectible_Little_Baggy_icon.png/revision/latest?cb=20210821075503,Extra pill room,Isaac can hold 2pillsat once and allcardsandrunesare replaced by pills.,0,
Magic Scab,253,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/79/Collectible_Magic_Scab_icon.png/revision/latest?cb=20210821035135,HP + luck up,"Grants one full RedHeart container, +1luck.Heals 1 additionalRed Heart.",2,
Blood Clot,254,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/42/Collectible_Blood_Clot_icon.png/revision/latest?cb=20210821060941,DMG + range up,"Tears fired from the left eye have +1 flatdamage, +5range, and +0.5tear falling speed.Tears fired from the left eye have +1 flatdamageand +2.75range.",2,
Screw,255,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Screw_icon.png/revision/latest?cb=20210821035901,Tears + shot speed up,"+0.5tears, +0.2shot speed.",2,
Hot Bombs,256,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/49/Collectible_Hot_Bombs_icon.png/revision/latest?cb=20210821060529,Burning blast +5 bombs,+5Bombs. Isaac's bombs leave behind fire that damages enemies upon contact.,1,
Fire Mind,257,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f9/Collectible_Fire_Mind_icon.png/revision/latest?cb=20210821051214,Flaming tears,"Grants flaming tears that dealburningdamage over time. Tears have a chance to explode on impact with an enemy, which creates a fire at the location of the explosion.",2,
Missing No.,258,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c2/Collectible_Missing_No._icon.png/revision/latest?cb=20210821084110,Syntax error,Randomizes all passive items and stats upon pickup and at the start of each succeeding floor.,0,
Dark Matter,259,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Dark_Matter_icon.png/revision/latest?cb=20210821051113,DMG up + fear shot,"+1damage, adds a chance to shootfear tears.",3,
Black Candle,260,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Black_Candle_icon.png/revision/latest?cb=20210821053302,Curse immunity + evil up,Preventscurses. Grants oneBlack Heart. Increases the chance for aDevil RoomorAngel Roomto appear.,3,
Proptosis,261,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/12/Collectible_Proptosis_icon.png/revision/latest?cb=20210821042412,Short range mega tears,"Tears start out massive with highdamage, and then shrink down and become weaker over a short range.",3,
Missing Page 2,262,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Missing_Page_2_icon.png/revision/latest?cb=20210821054713,Evil up. Your enemies will pay!,"Grants oneBlack Heart. Upon taking damage that reduces Isaac'shealthto one heart or less, deals damage to all enemies in the room.Increases the damage ofBlack HeartsandThe Necronomicon-like effects by 40.",0,
Smart Fly,264,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/67/Collectible_Smart_Fly_icon.png/revision/latest?cb=20210821080529,Revenge fly,"Spawns anorbital familiarthat blocks enemy shots. Upon taking damage, the familiar will pursue enemies for the rest of theroom, dealing 22.5 damage per second.",1,
Dry Baby,265,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7e/Collectible_Dry_Baby_icon.png/revision/latest?cb=20210821052135,Immortal friend,"Spawns afamiliarthat follows Isaac around and blocks enemy projectiles. Upon blocking a shot, it has a chance of triggeringThe Necronomiconeffect.",3,
Juicy Sack,266,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Juicy_Sack_icon.png/revision/latest?cb=20210821042055,Sticky babies,"Spawns afamiliarthat follows Isaac and drips a trail ofslowcreep, spawning 1-2Blue Spidersafter eachroom.",2,
Robo-Baby 2.0,267,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Robo-Baby_2.0_icon.png/revision/latest?cb=20210821083745,We worked out all the kinks,Spawns afamiliarthat fires lasers at any enemy in its line of sight and moves based on the direction Isaac is firing tears.,1,
Rotten Baby,268,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Rotten_Baby_icon.png/revision/latest?cb=20210821035239,Infested friend,Spawns afamiliarthat spawns aBlue Flywhen Isaac shoots. It can only have one Fly at a time.,3,
Headless Baby,269,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f7/Collectible_Headless_Baby_icon.png/revision/latest?cb=20210821052633,Bloody friend,"Spawns afamiliarthat follows Isaac, leavingbloodcreepon the ground.",1,
Leech,270,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Leech_icon.png/revision/latest?cb=20210821061011,Blood sucker,"Spawns a leechfamiliarthat chases enemies, dealing ~3 damage per second. Heals aHalf Red Heartwhenever Leech kills an enemy.",2,
Mystery Sack,271,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Mystery_Sack_icon.png/revision/latest?cb=20210821083717,?,"Spawns afamiliarthat drops aHeart,coin,Bomb, orKeyevery 5-6rooms.",2,
BBF,272,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/81/Collectible_BBF_icon.png/revision/latest?cb=20210821073819,Big Beautiful Fly,Spawns afamiliarthat flies around the room in a zig-zag pattern and explodes on contact with an enemy. Respawns after ten seconds.,0,
Bob's Brain,273,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/94/Collectible_Bob%27s_Brain_icon.png/revision/latest?cb=20210821060558,Explosive thoughts,"Spawns afamiliarthat charges forward when shooting tears and explodes upon contact with an enemy, damaging andpoisoningthem. The familiar respawns after a few seconds.",0,
Best Bud,274,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Best_Bud_icon.png/revision/latest?cb=20210821052034,Sworn protector,"When hit, spawns a quicklyorbitingattack fly similar toForever alonefor the currentroomthat deals high damage.",0,
Lil Brimstone,275,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Lil_Brimstone_icon.png/revision/latest?cb=20210821052310,Evil friend,Grants afamiliarthat charges a thinBrimstonelaser while Isaac is shooting.,2,
Isaac's Heart,276,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4b/Collectible_Isaac%27s_Heart_icon.png/revision/latest?cb=20210821080756,Protect it,"Isaac himself is now immune to all damage, and a heartfamiliarfollows him. If the heart is hurt, Isaac is hurt.The heart charges up as Isaac shoots, firing 8 blood shots, knocking back enemies, and leaving a puddle ofcreepwhen released.",0,
Lil Haunt,277,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Lil_Haunt_icon.png/revision/latest?cb=20210821080559,Fear him,"Spawns afamiliarthat chases down enemies, dealing 4 damage per second and inflictingfear.",1,
Dark Bum,278,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Dark_Bum_icon.png/revision/latest?cb=20210821051041,He wants to take your life,"Spawns afamiliarthat follows Isaac around and collectsRed Hearts. For every 1½ Red Hearts collected, Dark Bum will give a reward.",3,
Big Fan,279,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Big_Fan_icon.png/revision/latest?cb=20210821051549,Fat protector,"Spawns a large, slow-movingorbital familiarthat blocks enemy shots and deals 30 damage per second to enemies. Reduces the speed other orbitals rotate at.",1,
Sissy Longlegs,280,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e6/Collectible_Sissy_Longlegs_icon.png/revision/latest?cb=20210821055752,She loves you,"Spawns afamiliarthat wanders randomly, occasionally spawningBlue Spiders.Brieflycharmsenemies on contact.",1,
Punching Bag,281,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fb/Collectible_Punching_Bag_icon.png/revision/latest?cb=20210821043259,Scape goat,Spawns aMulliganfamiliarthat wanders randomly. Enemies will attack the Mulligan if it's closer.,1,
Taurus,299,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cd/Collectible_Taurus_icon.png/revision/latest?cb=20210821054610,Speed down + rage is building,"-0.3Speed. Isaac builds speed while in a room with enemies. At max speed, he gains theMy Little Unicorneffect for 5 seconds.",1,
Aries,300,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a0/Collectible_Aries_icon.png/revision/latest?cb=20210821043609,Ramming speed,+0.25Speed. Running into enemies while at a high speed will deal damage.Prevents Isaac from taking contact damage while moving at high speed.,2,
Cancer,301,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cf/Collectible_Cancer_icon.png/revision/latest?cb=20210821053044,HP up + you feel protected,Adds 3Soul Hearts. GrantsThe Wafereffect for the current room after taking damage.,3,
Leo,302,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Leo_icon.png/revision/latest?cb=20210821054031,Stompy,Isaac can destroyrocksby walking into them.,1,
Virgo,303,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/62/Collectible_Virgo_icon.png/revision/latest?cb=20210821050127,You feel refreshed and protected,Adds a chance to give ashieldthat nullifies all incoming damage for 10 seconds upon taking damage. Also converts badpillsinto good pills.,2,
Libra,304,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Libra_icon.png/revision/latest?cb=20210821035651,You feel balanced,"Gives 6Coins, 6Bombs, and 6Keysand balances out allattributes.",1,
Scorpio,305,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/98/Collectible_Scorpio_icon.png/revision/latest?cb=20210821050057,Poison tears,"Grantspoison tears, which deal damage over time when inflicted.",3,
Sagittarius,306,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2f/Collectible_Sagittarius_icon.png/revision/latest?cb=20210821043640,Piercing shots + speed up,Increasesspeedby +0.2 and grantspiercing tears.,3,
Capricorn,307,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a3/Collectible_Capricorn_icon.png/revision/latest?cb=20210821050223,All stats up,"Adds 1 RedHeart Container, gives +0.5Damage, +0.1Speed, +1.5Range, and -1.0Tear Delay, and gives 1Bomb,Penny, andKey.Adds 1 RedHeart Container, gives +0.5Damage, +0.1Speed, +0.75Range, and +0.5Fire Rate, and gives 1Bomb,Penny, andKey.",3,
Aquarius,308,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/53/Collectible_Aquarius_icon.png/revision/latest?cb=20210821041412,Trail of tears,"A trail ofblue creepis left behind Isaac, which damages enemies.The creep scales withdamageand inherits mosttear effects.",2,
Pisces,309,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Pisces_icon.png/revision/latest?cb=20210821043739,Tears up + knock-back shots,"-1 Tear Delay, addsknock-backshots and increases tear size.+0.5 Fire Rate, addsknock-backshots and increases tear size.",2,
Eve's Mascara,310,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Eve%27s_Mascara_icon.png/revision/latest?cb=20210821083552,"DMG up, tears + shot speed down","Doublesdamage, halvestearsstat, and greatly reducesshot speed.Doublesdamage, 0.66xtearsmultiplier, and greatly reducesshot speed.",3,
Judas' Shadow,311,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c6/Collectible_Judas%27_Shadow_icon.png/revision/latest?cb=20210821074248,Sweet revenge,"Upondeath, respawns Isaac asDark Judaswith twoBlack Heartsin the previous room.",3,
Maggy's Bow,312,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/45/Collectible_Maggy%27s_Bow_icon.png/revision/latest?cb=20210821083649,HP up + you feel healthy,Gives oneRed Heart Containerand doubles the healing provided byRed Hearts.Also heals 1 Red Heart when obtained.,2,
Holy Mantle,313,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Holy_Mantle_icon.png/revision/latest?cb=20210821051825,Holy shield,Grants a shield that negates the first instance of damage taken from a hostile source once per room.,4,
Thunder Thighs,314,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Thunder_Thighs_icon.png/revision/latest?cb=20210821043227,HP up + speed down + you feel stompy,Destroysrocksupon contact with Isaac. Adds oneRed Heart containerand lowersSpeed.,1,
Strange Attractor,315,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6a/Collectible_Strange_Attractor_icon.png/revision/latest?cb=20210821055545,Magnetic tears,"Pickups,trinkets, andmonstersare magnetically attracted to Isaac's tears.",0,
Cursed Eye,316,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cb/Collectible_Cursed_Eye_icon.png/revision/latest?cb=20210821055451,Cursed charge shot,Grants charged tears that can be fired in a tight burst. Getting hit while charging will teleport Isaac to another room.,0,
Mysterious Liquid,317,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/16/Collectible_Mysterious_Liquid_icon.png/revision/latest?cb=20210821060655,Toxic splash damage,"Tears leave a small, short lasting pool ofcreepon impact or when their range is depleted.",3,
Gemini,318,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/64/Collectible_Gemini_icon.png/revision/latest?cb=20210821084139,Conjoined friend,"Spawns a conjoinedfamiliarwhich chases enemies close to Isaac, dealing ~6.43 damage per second.",1,
Cain's Other Eye,319,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4f/Collectible_Cain%27s_Other_Eye_icon.png/revision/latest?cb=20210821081550,Near-sighted friend,Spawns afamiliarthat slowly floats around the room on a zig-zag pattern and shoots normal tears in the same direction as Isaac.Spawns afamiliarthat follows Isaac and fires tears in random cardinal directions that copy Isaac'stearsandtear effectsand scale withdamage.,2,
???'s Only Friend,320,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Blue_Baby%27s_Only_Friend_icon.png/revision/latest?cb=20210821084239,Controlled friend,Spawns a controllablefamiliarthat deals 37.5 damage per second on touch. It can be moved using the shooting directional keys,1,
Samson's Chains,321,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Samson%27s_Chains_icon.png/revision/latest?cb=20210821083843,The ol' ball and chain,"Attaches a ball and chain to Isaac that pulls behind him that damages enemies, blocks shots, and destroys mostObstacles.",1,
Mongo Baby,322,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/32/Collectible_Mongo_Baby_icon.png/revision/latest?cb=20210821082055,Mongo friend,Spawns afamiliarthat copies the tears of Isaac's other familiars.,2,
The Polaroid,327,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5d/Collectible_The_Polaroid_icon.png/revision/latest?cb=20210821082155,Fate chosen,"If Isaac has half a red heart or no red hearts after taking damage, he gains ashieldthat nullifies all types of damage for 5 seconds. Allows entrance intoChest.Also allows access toHome.",2,
The Negative,328,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b7/Collectible_The_Negative_icon.png/revision/latest?cb=20210821075240,Fate chosen,"If Isaac has half a red heart or no red hearts after taking damage, all enemies in the room take significant damage. Allows entrance into theDark Room.+1Damageand also allows access toHome.",2,
The Ludovico Technique,329,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e4/Collectible_The_Ludovico_Technique_icon.png/revision/latest?cb=20210821050321,Controlled tears,"Instead of firing tears, Isaac controls one floating tear that hover over obstacles. This tear deals constant damage when held in place over an enemy.",1,
Soy Milk,330,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Soy_Milk_icon.png/revision/latest?cb=20210821054437,DMG down + tears way up,"Tearsare smaller and do much lessdamage, but fire in very rapid succession.",2,
Godhead,331,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Godhead_icon.png/revision/latest?cb=20210821083620,God tears,"Grantshoming tearswith a damaging halo. +0.5Damage, -0.3Tears-0.3Shot Speed, +0.8Tear Falling Speed, and +1.2Range.Grantshoming tearswith a damaging halo. +0.5Damage, -0.3Tears, and -0.3Shot Speed.",4,
Lazarus' Rags,332,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Lazarus%27_Rags_icon.png/revision/latest?cb=20210821080335,Eternal life?,"Upon dying, resurrect asLazarus Risenin the current room with one Red Heart container andAnemic.Upon dying, resurrect asLazarus Risenin the current room with one less Red Heart container,Anemic, and +0.5Damage. Transform intoLazaruswhen reaching the next floor.",1,
The Mind,333,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/22/Collectible_The_Mind_icon.png/revision/latest?cb=20210821083455,I know all,"Reveals the entire map, including all special rooms andSecret Rooms.",3,
