name,item_id,image_url,quote,quality,recharge,item_pool
Lil Brimstone,275,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Lil_Brimstone_icon.png/revision/latest?cb=20210821052310,Evil friend,2,,"Item Room, Devil Room"
Isaac's Heart,276,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4b/Collectible_Isaac%27s_Heart_icon.png/revision/latest?cb=20210821080756,Protect it,0,,Item Room
Lil Haunt,277,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Lil_Haunt_icon.png/revision/latest?cb=20210821080559,Fear him,1,,Item Room
Dark Bum,278,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Dark_Bum_icon.png/revision/latest?cb=20210821051041,He wants to take your life,3,,"Item Room, Devil Room, Demon Beggar"
Big Fan,279,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Big_Fan_icon.png/revision/latest?cb=20210821051549,Fat protector,1,,Item Room
Sissy Longlegs,280,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e6/Collectible_Sissy_Longlegs_icon.png/revision/latest?cb=20210821055752,She loves you,1,,Item Room
Punching Bag,281,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fb/Collectible_Punching_Bag_icon.png/revision/latest?cb=20210821043259,Scape goat,1,,Item Room
Taurus,299,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cd/Collectible_Taurus_icon.png/revision/latest?cb=20210821054610,Speed down + rage is building,1,,Item Room
Aries,300,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a0/Collectible_Aries_icon.png/revision/latest?cb=20210821043609,Ramming speed,2,,Item Room
Cancer,301,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cf/Collectible_Cancer_icon.png/revision/latest?cb=20210821053044,HP up + you feel protected,3,,Item Room
Leo,302,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Leo_icon.png/revision/latest?cb=20210821054031,Stompy,1,,Item Room
Virgo,303,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/62/Collectible_Virgo_icon.png/revision/latest?cb=20210821050127,You feel refreshed and protected,2,,Item Room
Libra,304,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Libra_icon.png/revision/latest?cb=20210821035651,You feel balanced,1,,Item Room
Scorpio,305,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/98/Collectible_Scorpio_icon.png/revision/latest?cb=20210821050057,Poison tears,3,,Item Room
Sagittarius,306,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2f/Collectible_Sagittarius_icon.png/revision/latest?cb=20210821043640,Piercing shots + speed up,3,,Item Room
Capricorn,307,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a3/Collectible_Capricorn_icon.png/revision/latest?cb=20210821050223,All stats up,3,,Item Room
Aquarius,308,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/53/Collectible_Aquarius_icon.png/revision/latest?cb=20210821041412,Trail of tears,2,,Item Room
Pisces,309,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Pisces_icon.png/revision/latest?cb=20210821043739,Tears up + knock-back shots,2,,Item Room
Eve's Mascara,310,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Eve%27s_Mascara_icon.png/revision/latest?cb=20210821083552,"DMG up, tears + shot speed down",3,,Item Room
Judas' Shadow,311,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c6/Collectible_Judas%27_Shadow_icon.png/revision/latest?cb=20210821074248,Sweet revenge,3,,Devil Room
Maggy's Bow,312,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/45/Collectible_Maggy%27s_Bow_icon.png/revision/latest?cb=20210821083649,HP up + you feel healthy,2,,Item Room
Holy Mantle,313,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Holy_Mantle_icon.png/revision/latest?cb=20210821051825,Holy shield,4,,"Item Room, Angel Room"
Thunder Thighs,314,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Thunder_Thighs_icon.png/revision/latest?cb=20210821043227,HP up + speed down + you feel stompy,1,,Item Room
Strange Attractor,315,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6a/Collectible_Strange_Attractor_icon.png/revision/latest?cb=20210821055545,Magnetic tears,0,,Item Room
Cursed Eye,316,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cb/Collectible_Cursed_Eye_icon.png/revision/latest?cb=20210821055451,Cursed charge shot,0,,"Item Room, Secret Room"
Mysterious Liquid,317,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/16/Collectible_Mysterious_Liquid_icon.png/revision/latest?cb=20210821060655,Toxic splash damage,3,,Item Room
Gemini,318,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/64/Collectible_Gemini_icon.png/revision/latest?cb=20210821084139,Conjoined friend,1,,Item Room
Cain's Other Eye,319,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4f/Collectible_Cain%27s_Other_Eye_icon.png/revision/latest?cb=20210821081550,Near-sighted friend,2,,Item Room
???'s Only Friend,320,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Blue_Baby%27s_Only_Friend_icon.png/revision/latest?cb=20210821084239,Controlled friend,1,,Item Room
Samson's Chains,321,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Samson%27s_Chains_icon.png/revision/latest?cb=20210821083843,The ol' ball and chain,1,,"Item Room, Secret Room"
Mongo Baby,322,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/32/Collectible_Mongo_Baby_icon.png/revision/latest?cb=20210821082055,Mongo friend,2,,Item Room
The Polaroid,327,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5d/Collectible_The_Polaroid_icon.png/revision/latest?cb=20210821082155,Fate chosen,2,,None (Mom's foot boss only)
The Negative,328,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b7/Collectible_The_Negative_icon.png/revision/latest?cb=20210821075240,Fate chosen,2,,None (Mom's foot boss only)
The Ludovico Technique,329,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e4/Collectible_The_Ludovico_Technique_icon.png/revision/latest?cb=20210821050321,Controlled tears,1,,Item Room
Soy Milk,330,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Soy_Milk_icon.png/revision/latest?cb=20210821054437,DMG down + tears way up,2,,Item Room
Godhead,331,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Godhead_icon.png/revision/latest?cb=20210821083620,God tears,4,,Angel Room
Lazarus' Rags,332,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Lazarus%27_Rags_icon.png/revision/latest?cb=20210821080335,Eternal life?,1,,"Item Room, Angel Room"
The Mind,333,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/22/Collectible_The_Mind_icon.png/revision/latest?cb=20210821083455,I know all,3,,"Item Room, Angel Room"
The Body,334,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/44/Collectible_The_Body_icon.png/revision/latest?cb=20210821083426,I feel all,3,,"Item Room, Angel Room"
The Soul,335,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b1/Collectible_The_Soul_icon.png/revision/latest?cb=20210821083524,I am all,3,,"Item Room, Angel Room"
Dead Onion,336,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e8/Collectible_Dead_Onion_icon.png/revision/latest?cb=20210821053754,Toxic aura tears,2,,Item Room
Broken Watch,337,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7b/Collectible_Broken_Watch_icon.png/revision/latest?cb=20210821060238,I think it's broken,1,,Shop
Safety Pin,339,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a0/Collectible_Safety_Pin_icon.png/revision/latest?cb=20210821042845,Evil + range + shot speed up,1,,Boss Room
Caffeine Pill,340,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/59/Collectible_Caffeine_Pill_icon.png/revision/latest?cb=20210821061042,Speed up + size down,1,,Boss Room
Torn Photo,341,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Torn_Photo_icon.png/revision/latest?cb=20210821060209,Tears + shot speed up,3,,"Boss Room, Gold/Stone Chest"
Blue Cap,342,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Blue_Cap_icon.png/revision/latest?cb=20210821054746,HP + tears up + shot speed down,3,,Boss Room
Latch Key,343,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1e/Collectible_Latch_Key_icon.png/revision/latest?cb=20210821042919,Luck up,1,,"Boss Room, Gold/Stone Chest, Key Beggar"
Match Book,344,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e2/Collectible_Match_Book_icon.png/revision/latest?cb=20210821035210,Evil up,1,,"Boss Room, Gold/Stone Chest"
Synthoil,345,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a1/Collectible_Synthoil_icon.png/revision/latest?cb=20210821061725,DMG + range up,3,,Boss Room
A Snack,346,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_A_Snack_icon.png/revision/latest?cb=20210821041447,HP up,1,,Boss Room
Toxic Shock,350,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7d/Collectible_Toxic_Shock_icon.png/revision/latest?cb=20210821182402,Mass poison,3,,Item Room
Bomber Boy,353,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ed/Collectible_Bomber_Boy_icon.png/revision/latest?cb=20210821150050,Cross blast + 5 bombs,2,,"Item Room, Greed Mode Item Room, Bomb Beggar"
Crack Jacks,354,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_Crack_Jacks_icon.png/revision/latest?cb=20210821161657,HP up. Don't swallow the prize!,2,,"Boss Room, Gold/Stone Chest"
Mom's Pearls,355,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/ba/Collectible_Mom%27s_Pearls_icon.png/revision/latest?cb=20210821161727,Range + luck up,2,,"Boss Room, Gold/Stone Chest, Mom's Chest"
Car Battery,356,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/69/Collectible_Car_Battery_icon.png/revision/latest?cb=20210821161532,Active power up,3,,"Shop, Greed Mode Shop"
The Wiz,358,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0b/Collectible_The_Wiz_icon.png/revision/latest?cb=20210821161755,Double wiz shot!,0,,"Item Room, Greed Mode Item Room"
8 Inch Nails,359,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_8_Inch_Nails_icon.png/revision/latest?cb=20210821161826,Stick it to 'em!,3,,"Item Room, Greed Mode Item Room"
Incubus,360,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Incubus_icon.png/revision/latest?cb=20210821163005,Dark friend,4,,"Devil Room, Greed Mode Devil Room"
Fate's Reward,361,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/29/Collectible_Fate%27s_Reward_icon.png/revision/latest?cb=20210821163330,Your fate beside you,2,,Item Room
Lil Chest,362,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/94/Collectible_Lil_Chest_icon.png/revision/latest?cb=20210821163656,What's in the box?,2,,"Item Room, Greed Mode Item Room, Beggar"
Sworn Protector,363,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Sworn_Protector_icon.png/revision/latest?cb=20210821164143,Protective friend,2,,"Angel Room, Greed Mode Angel Room"
Friend Zone,364,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Friend_Zone_icon.png/revision/latest?cb=20210821163430,Friendly fly,1,,"Item Room, Greed Mode Item Room, Key Beggar"
Lost Fly,365,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Lost_Fly_icon.png/revision/latest?cb=20220322031901,Lost protector,2,,"Item Room, Greed Mode Item Room, Key Beggar"
Scatter Bombs,366,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/41/Collectible_Scatter_Bombs_icon.png/revision/latest?cb=20210821150120,We put bombs in your bombs!,1,,"Item Room, Greed Mode Item Room, Bomb Beggar"
Sticky Bombs,367,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/22/Collectible_Sticky_Bombs_icon.png/revision/latest?cb=20210821182645,Egg sack bombs!,1,,"Item Room, Greed Mode Item Room, Bomb Beggar, Bomb Beggar"
Epiphora,368,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/38/Collectible_Epiphora_icon.png/revision/latest?cb=20210821163159,Intensifying tears,1,,"Item Room, Greed Mode Item Room"
Continuum,369,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Continuum_icon.png/revision/latest?cb=20210821135110,Transcendent tears,2,,"Item Room, Greed Mode Item Room"
Mr. Dolly,370,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9d/Collectible_Mr._Dolly_icon.png/revision/latest?cb=20210821145826,Range + tears up,3,,"Boss Room, Gold/Stone Chest"
Curse of the Tower,371,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/ff/Collectible_Curse_of_the_Tower_icon.png/revision/latest?cb=20210821183002,Embrace chaos,0,,"Item Room, Red Chest, Curse Room, Greed Mode Item Room"
Charged Baby,372,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/df/Collectible_Charged_Baby_icon.png/revision/latest?cb=20210821150553,Bbbzzzzzt!,2,,"Shop, Greed Mode Shop"
Dead Eye,373,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Dead_Eye_icon.png/revision/latest?cb=20210821135142,Accuracy brings power!,3,,"Item Room, Greed Mode Item Room"
Holy Light,374,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Holy_Light_icon.png/revision/latest?cb=20210821163529,Holy death shot,3,,"Item Room, Greed Mode Item Room, Angel Room"
Host Hat,375,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/38/Collectible_Host_Hat_icon.png/revision/latest?cb=20210821145855,Blast resistance,3,,"Item Room, Greed Mode Item Room"
Restock,376,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Restock_icon.png/revision/latest?cb=20210821142139,Never ending stores!,2,,"Shop, Beggar"
Bursting Sack,377,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/82/Collectible_Bursting_Sack_icon.png/revision/latest?cb=20210821145926,Spider love,1,,"Item Room, Greed Mode Item Room"
Number Two,378,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/15/Collectible_Number_Two_icon.png/revision/latest?cb=20211101081638,Uh oh...,2,,"Item Room, Greed Mode Item Room"
Pupula Duplex,379,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/29/Collectible_Pupula_Duplex_icon.png/revision/latest?cb=20210821161958,Wide shot,2,,"Item Room, Greed Mode Item Room"
Pay To Play,380,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/56/Collectible_Pay_To_Play_icon.png/revision/latest?cb=20210821150525,Money talks,2,,"Shop, Greed Mode Item Room, Greed Mode Shop"
Eden's Blessing,381,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5f/Collectible_Eden%27s_Blessing_icon.png/revision/latest?cb=20210821163100,Tears up + your future shines brighter,3,,Item Room
Lil Gurdy,384,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Lil_Gurdy_icon.png/revision/latest?cb=20210821150150,A gurd of your own!,1,,"Item Room, Greed Mode Item Room"
Bumbo,385,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Bumbo_icon.png/revision/latest?cb=20210821182905,Bumbo want coin!,1,,"Item Room, Beggar"
Censer,387,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_Censer_icon.png/revision/latest?cb=20210821163032,Peace be with you,2,,"Angel Room, Greed Mode Angel Room"
Key Bum,388,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bb/Collectible_Key_Bum_icon.png/revision/latest?cb=20210821162729,He wants your keys!,0,,"Item Room, Secret Room, Key Beggar"
Rune Bag,389,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Rune_Bag_icon.png/revision/latest?cb=20210821163942,Rune generator,3,,"Item Room, Secret Room"
Seraphim,390,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e4/Collectible_Seraphim_icon.png/revision/latest?cb=20210821182553,Sworn friend,3,,"Item Room, Angel Room, Greed Mode Angel Room"
Betrayal,391,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Betrayal_icon.png/revision/latest?cb=20210821162503,Turn your enemy,1,,"Item Room, Greed Mode Item Room, Devil Room, Greed Mode Devil Room"
Zodiac,392,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5b/Collectible_Zodiac_icon.png/revision/latest?cb=20210821164213,The heavens will change you,1,,"Item Room, Greed Mode Item Room"
Serpent's Kiss,393,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dd/Collectible_Serpent%27s_Kiss_icon.png/revision/latest?cb=20210821164012,The kiss of death,2,,"Item Room, Greed Mode Item Room"
Marked,394,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Marked_icon.png/revision/latest?cb=20210821150453,Directed tears,0,,"Item Room, Greed Mode Item Room"
Tech X,395,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9c/Collectible_Tech_X_icon.png/revision/latest?cb=20210821150219,Laser ring tears,4,,"Item Room, Greed Mode Item Room"
Tractor Beam,397,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6e/Collectible_Tractor_Beam_icon.png/revision/latest?cb=20210821161502,Controlled tears,3,,"Item Room, Greed Mode Item Room"
God's Flesh,398,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/74/Collectible_God%27s_Flesh_icon.png/revision/latest?cb=20210821182934,Shrink shot!,1,,"Item Room, Greed Mode Item Room"
Maw Of The Void,399,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d8/Collectible_Maw_Of_The_Void_icon.png/revision/latest?cb=20210821162634,Consume thy enemy!,3,,"Devil Room, Greed Mode Devil Room"
Spear Of Destiny,400,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Spear_Of_Destiny_icon.png/revision/latest?cb=20210821164042,Your destiny,1,,"Angel Room, Greed Mode Angel Room"
Explosivo,401,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f2/Collectible_Explosivo_icon.png/revision/latest?cb=20210821163302,Sticky bomb shot!,3,,"Item Room, Greed Mode Item Room"
Chaos,402,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Chaos_icon.png/revision/latest?cb=20210821150246,!!!,3,,"Shop, Secret Room"
Spider Mod,403,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/56/Collectible_Spider_Mod_icon.png/revision/latest?cb=20210821182713,Mod buddy!,1,,"Shop, Greed Mode Shop"
Farting Baby,404,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Farting_Baby_icon.png/revision/latest?cb=20210821163359,He farts!,1,,Item Room
GB Bug,405,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6c/Collectible_GB_Bug_icon.png/revision/latest?cb=20210821163500,Double tap glitch,1,,"Item Room, Secret Room, Greed Mode Shop"
Purity,407,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/35/Collectible_Purity_icon.png/revision/latest?cb=20210821163822,Aura stat boost,3,,"Item Room, Angel Room, Greed Mode Item Room, Greed Mode Angel Room"
Athame,408,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Athame_icon.png/revision/latest?cb=20210821162434,Call to the void,3,,"Devil Room, Curse Room, Greed Mode Devil Room"
Empty Vessel,409,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/16/Collectible_Empty_Vessel_icon.png/revision/latest?cb=20210821163129,I reward an empty vessel,2,,"Devil Room, Demon Beggar"
Evil Eye,410,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/43/Collectible_Evil_Eye_icon.png/revision/latest?cb=20210821163229,Eye shot!,2,,"Item Room, Greed Mode Item Room"
Lusty Blood,411,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Lusty_Blood_icon.png/revision/latest?cb=20210821163726,Their blood brings rage!,3,,"Item Room, Devil Room, Greed Mode Item Room"
Cambion Conception,412,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Cambion_Conception_icon.png/revision/latest?cb=20210821162532,Feed them hate,1,,"Devil Room, Greed Mode Devil Room"
Immaculate Conception,413,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Immaculate_Conception_icon.png/revision/latest?cb=20210821163557,Feed them love,1,,"Angel Room, Greed Mode Angel Room"
More Options,414,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/19/Collectible_More_Options_icon.png/revision/latest?cb=20210821134819,There's options,3,,Shop
Crown Of Light,415,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3a/Collectible_Crown_Of_Light_icon.png/revision/latest?cb=20210821182431,The untainted gain power,4,,"Angel Room, Greed Mode Angel Room"
Deep Pockets,416,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Deep_Pockets_icon.png/revision/latest?cb=20210821190055,More money!,2,,"Shop, Greed Mode Item Room, Greed Mode Shop"
Succubus,417,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Succubus_icon.png/revision/latest?cb=20210821164115,Damage booster,3,,"Devil Room, Demon Beggar"
Fruit Cake,418,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Fruit_Cake_icon.png/revision/latest?cb=20210821134921,Rainbow effects!,2,,Item Room
Black Powder,420,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8c/Collectible_Black_Powder_icon.png/revision/latest?cb=20210821182837,Spin the black circle!,0,,"Devil Room, Demon Beggar"
Circle of Protection,423,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/93/Collectible_Circle_of_Protection_icon.png/revision/latest?cb=20210821162606,Protect me from myself,2,,"Angel Room, Greed Mode Angel Room"
Sack Head,424,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7a/Collectible_Sack_Head_icon.png/revision/latest?cb=20210821134849,More sacks!,3,,"Shop, Secret Room"
Night Light,425,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/71/Collectible_Night_Light_icon.png/revision/latest?cb=20210821145758,Scared of the dark?,1,,"Shop, Greed Mode Item Room"
Obsessed Fan,426,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Obsessed_Fan_icon.png/revision/latest?cb=20210821182742,Follows my every move...,0,,"Item Room, Key Beggar"
PJs,428,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b6/Collectible_PJs_icon.png/revision/latest?cb=20210821150319,You feel cozy,2,,"Boss Room, Gold/Stone Chest"
Head of the Keeper,429,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/68/Collectible_Head_of_the_Keeper_icon.png/revision/latest?cb=20210821182525,Penny tears!,2,,Dead shopkeeper
Papa Fly,430,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/93/Collectible_Papa_Fly_icon.png/revision/latest?cb=20210821183028,Turret follower,1,,"Item Room, Key Beggar"
Multidimensional Baby,431,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2b/Collectible_Multidimensional_Baby_icon.png/revision/latest?cb=20210821150633,ydduB Buddy,2,,"Item Room, Greed Mode Item Room, Devil Room, Greed Mode Devil Room"
Glitter Bombs,432,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/41/Collectible_Glitter_Bombs_icon.png/revision/latest?cb=20210821150348,Prize bombs!,2,,"Item Room, Bomb Beggar"
My Shadow,433,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4c/Collectible_My_Shadow_icon.png/revision/latest?cb=20210821163754,Me! And my shaaaadow!,1,,"Devil Room, Greed Mode Devil Room"
Lil Loki,435,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/da/Collectible_Lil_Loki_icon.png/revision/latest?cb=20210821182500,4-way buddy!,1,,Item Room
Milk!,436,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cc/Collectible_Milk%21_icon.png/revision/latest?cb=20210821182810,Don't cry over it...,1,,"Item Room, Greed Mode Item Room"
Binky,438,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/75/Collectible_Binky_icon.png/revision/latest?cb=20210821150424,Tears up,3,,"Boss Room, Gold/Stone Chest"
Kidney Stone,440,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/eb/Collectible_Kidney_Stone_icon.png/revision/latest?cb=20210821163625,Matt's kidney stone,2,,"Item Room, Greed Mode Item Room"
Dark Prince's Crown,442,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Dark_Prince%27s_Crown_icon.png/revision/latest?cb=20210822015132,Loss is power,1,,"Devil Room, Curse Room"
Apple!,443,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/65/Collectible_Apple%21_icon.png/revision/latest?cb=20210822014307,Trick or treat?,3,,Item Room
Lead Pencil,444,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2f/Collectible_Lead_Pencil_icon.png/revision/latest?cb=20210822020422,He's a bleeder!,3,,"Item Room, Gold/Stone Chest"
Dog Tooth,445,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/76/Collectible_Dog_Tooth_icon.png/revision/latest?cb=20210822015439,Bark at the moon!,2,,Item Room
Dead Tooth,446,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/62/Collectible_Dead_Tooth_icon.png/revision/latest?cb=20210822015236,Toxic breath,1,,Item Room
Linger Bean,447,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_Linger_Bean_icon.png/revision/latest?cb=20210822020502,Crying makes me toot,0,,"Item Room, Beggar"
Shard of Glass,448,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Shard_of_Glass_icon.png/revision/latest?cb=20210822021323,Blood and guts!,1,,Item Room
Metal Plate,449,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a5/Collectible_Metal_Plate_icon.png/revision/latest?cb=20210822020645,It itches...,1,,Item Room
